DATE,WIND,RAIN,T.MAX,T.MIN
06-08-2023,6.83,3.3,18.8,11.5
07-08-2023,9.21,10.1,16.5,10.1
08-08-2023,6.96,1.3,18.4,11.1
09-08-2023,4.88,1.2,19.1,7.8
10-08-2023,3.08,4.5,17,13.1
11-08-2023,3.63,0,18.8,12.8
12-08-2023,2.46,0,18.2,7.5
13-08-2023,5.09,0,17.1,12.7
14-08-2023,3.04,0,18.8,10.1
15-08-2023,2.79,2.4,19,9.5
16-08-2023,7.08,13.9,18.5,12.7
17-08-2023,13.42,24.3,17,14.4
18-08-2023,15.09,1,16.2,13.8
19-08-2023,10.67,0,15.4,7.3
20-08-2023,5.71,2.6,15.5,4.3
21-08-2023,4.25,0,15.7,3.3
22-08-2023,9.42,0,19.1,7.8
23-08-2023,13.62,1.2,18.7,13.7
24-08-2023,15.34,0,21.5,16
25-08-2023,13,0,22.2,15.7
26-08-2023,8.04,0,20.5,13.6
27-08-2023,7.12,0,23.1,10.4
28-08-2023,11.34,5,18,11.5
29-08-2023,9.25,0,17.2,8.1
30-08-2023,4.38,0,16.8,3.2
31-08-2023,7.21,0,16.6,4.2
01-09-2023,11.29,0.1,17.1,10.3
02-09-2023,10,0,20,12.2
03-09-2023,2.04,0,18.3,11.1
04-09-2023,2.46,0,19,9.3
05-09-2023,5.63,13.7,16.9,9.3
06-09-2023,8.58,0,18.3,11
07-09-2023,10.37,0.2,20.3,9.4
08-09-2023,12.33,0,18.9,12.6
09-09-2023,13.29,0.8,20.1,13.9
10-09-2023,14.58,0.1,21.8,16.7
11-09-2023,10.75,0,19,14.4
12-09-2023,4.5,0,15.7,5.9
13-09-2023,9.17,0.4,19.4,8.6
14-09-2023,9.42,3.6,19.6,14.4
15-09-2023,10.13,17.3,17.8,10.9
16-09-2023,8.08,0.6,15.6,10.8
17-09-2023,9.29,0.9,15.2,7.2
18-09-2023,10.75,1.9,17.2,7.8
19-09-2023,15.12,0,16.1,8.6
20-09-2023,10.17,0.4,14.7,5.9
21-09-2023,8.33,3.5,16.9,3.3
22-09-2023,14.21,0,18.4,8.4
23-09-2023,6.83,2,20.6,10.7
24-09-2023,15.04,1.4,17.7,12.9
25-09-2023,10.58,1.4,18.4,12.8
26-09-2023,9.08,0.7,16.1,11.1
27-09-2023,6.25,0,16.7,9.4
28-09-2023,6.87,0,19.2,4.1
29-09-2023,5.88,0,18.9,7.4
30-09-2023,3.67,0,15.7,6.7
01-10-2023,3.08,0,16.1,7.2
02-10-2023,6.96,0,14.4,6
03-10-2023,7.67,0,16.2,3.4
04-10-2023,6.87,5,17.3,3.4
05-10-2023,10.41,3.6,16,13.4
06-10-2023,16.46,8.8,15.4,7.3
07-10-2023,18.71,0.5,13.6,11
08-10-2023,14.83,2.3,11.9,7.7
09-10-2023,7.12,24.5,10.6,4.9
10-10-2023,15.37,1.6,10.4,0.6
11-10-2023,8.71,0.4,10.4,1.6
12-10-2023,6.75,2.2,12.1,1.6
13-10-2023,9.08,2.7,9,0
14-10-2023,9.13,2.7,10.4,3.3
15-10-2023,12.04,0.5,10.7,5.1
16-10-2023,10.13,0.4,12.8,5.7
17-10-2023,5.58,0,12.4,1.8
18-10-2023,4.17,0.2,17.2,4
19-10-2023,5.17,0,17.1,11.8
20-10-2023,5.75,1.2,16,6.2
21-10-2023,5.25,0,15.4,10.2
22-10-2023,12,1.6,10.4,6.2
23-10-2023,14.71,0.1,9.3,5
24-10-2023,10.37,1,11,0.8
25-10-2023,6.25,0,12.8,4.3
26-10-2023,6.25,0.9,14.4,6.3
27-10-2023,2.54,0,15.3,7.8
28-10-2023,2.46,0,13.2,2.3
29-10-2023,1.92,0,10.3,4.4
30-10-2023,1.75,0,11.7,4.9
31-10-2023,6.21,0.3,12.8,7.8
01-11-2023,2.46,0,12.1,5.4
02-11-2023,6.17,0,10.9,1.1
03-11-2023,8.54,0,10.7,2.1
04-11-2023,9.67,0,10.6,5.4
05-11-2023,8,0,10.2,8.2
06-11-2023,5.88,0,9.7,7.2
07-11-2023,9.21,0,10.1,1.8
08-11-2023,7.71,0,9.4,0.6
09-11-2023,3.46,0,10.1,-5
10-11-2023,2.96,0.7,10.2,-5
11-11-2023,8.96,0.3,14.1,-3.9
12-11-2023,14.04,1.9,14.3,3.3
13-11-2023,16.13,0.6,14.3,7.9
14-11-2023,24.08,1.1,11.4,9.2
15-11-2023,17.88,2.2,12.8,5.4
16-11-2023,17.33,6.3,13.3,7.1
17-11-2023,9.62,5.2,15.6,5.8
18-11-2023,12.42,0.3,14.4,7.4
19-11-2023,11.29,0,12.6,10.9
20-11-2023,9.25,0,11.1,5.1
21-11-2023,6.46,0.3,13.8,4.6
22-11-2023,11.63,0.1,12.9,6.3
23-11-2023,13.54,0,14,7.6
24-11-2023,18.16,0,14.4,8.2
25-11-2023,8.5,0.1,13.4,9.8
26-11-2023,13.21,1.7,13.2,9.9
27-11-2023,16.08,0,7,2.1
28-11-2023,15.41,1.6,6.8,0.4
29-11-2023,14.71,0.7,7.2,0.8
30-11-2023,11.12,0,6.8,-0.9
01-12-2023,12.42,0,7.8,2.2
02-12-2023,15.04,0.7,10.3,-1.4
03-12-2023,15.79,0.1,7.2,3.3
04-12-2023,9.54,1.4,10.7,2.1
05-12-2023,16.42,0.4,12.1,1.1
06-12-2023,19.38,11.4,12.7,7.8
07-12-2023,16.75,7,13.7,6.3
08-12-2023,20.88,15.5,12.9,4.8
09-12-2023,13.54,0,11,6.8
10-12-2023,7.17,0,8.2,0.2
11-12-2023,14,11.8,13.3,-3.2
12-12-2023,12.75,18.5,13.2,-2.6
13-12-2023,15.71,0,12.4,4.4
14-12-2023,8.87,0,5.1,0.1
15-12-2023,7.83,6.7,9,-4
16-12-2023,9.87,0.7,7.9,-3.9
17-12-2023,8.21,0.2,6.7,4.4
18-12-2023,3.21,0,4.4,1.9
19-12-2023,6.29,0.5,7.1,0.8
20-12-2023,10.21,0,7.4,1.8
21-12-2023,14.37,0.3,7.1,3.2
22-12-2023,15.04,0,7,5.3
23-12-2023,10.34,4.3,6.2,4.6
24-12-2023,10.17,0,5.6,1.1
25-12-2023,10.79,0,5,-2.7
26-12-2023,8.71,18.7,3.7,-2.6
27-12-2023,10.37,2.8,4.2,-0.9
28-12-2023,6.96,1.8,7.9,-3.6
29-12-2023,17.88,1.3,9.4,-3.4
30-12-2023,20.3,3.4,5.6,5
31-12-2023,19.83,0.3,6.2,1.6
01-01-2024,10.25,0,NA,NA
02-01-2024,7.79,0.6,NA,NA
03-01-2024,8.63,0,NA,NA
04-01-2024,7.71,0,NA,NA
05-01-2024,7.62,0,NA,NA
06-01-2024,14.79,0.2,NA,NA
07-01-2024,13.17,2.9,NA,NA
08-01-2024,13.21,1.4,NA,NA
09-01-2024,21.84,5.6,NA,NA
10-01-2024,19.62,0.3,NA,NA
11-01-2024,18.12,0.3,NA,NA
12-01-2024,17.21,4.1,NA,NA
13-01-2024,23.45,3.9,NA,NA
14-01-2024,20.12,3.5,NA,NA
15-01-2024,17.08,5.5,NA,NA
16-01-2024,18.84,4.7,NA,NA
17-01-2024,28.5,13.7,NA,NA
18-01-2024,16.96,0,NA,NA
19-01-2024,10.63,32.4,NA,NA
20-01-2024,20.12,2.1,NA,NA
21-01-2024,10.63,3.5,NA,NA
22-01-2024,11.34,0,NA,NA
23-01-2024,9.92,1,NA,NA
24-01-2024,5.58,0.2,NA,NA
25-01-2024,5.5,0,NA,NA
26-01-2024,8.87,4.2,NA,NA
27-01-2024,9.33,4.9,NA,NA
28-01-2024,10.29,3.3,NA,NA
29-01-2024,13.29,0,NA,NA
30-01-2024,15.09,0,NA,NA
31-01-2024,13.88,0,NA,NA
01-02-2024,8.63,0,NA,NA
02-02-2024,8.83,0,NA,NA
03-02-2024,4.21,0,NA,NA
04-02-2024,3.63,0,NA,NA
05-02-2024,5.66,0,NA,NA
06-02-2024,4.79,0,NA,NA
07-02-2024,9.38,0,NA,NA
08-02-2024,4.79,0,NA,NA
09-02-2024,6,0.3,NA,NA
10-02-2024,7.29,0,NA,NA
11-02-2024,12.87,0,NA,NA
12-02-2024,21.04,0.9,NA,NA
13-02-2024,18.63,0,NA,NA
14-02-2024,9.29,0,NA,NA
15-02-2024,8.33,0,NA,NA
16-02-2024,5.88,0,NA,NA
17-02-2024,9.42,0,NA,NA
18-02-2024,4.25,0,NA,NA
19-02-2024,13.46,0,NA,NA
20-02-2024,15.92,1.1,NA,NA
21-02-2024,11.83,0.4,NA,NA
22-02-2024,10,0.1,NA,NA
23-02-2024,7.41,1.5,NA,NA
24-02-2024,12.42,1,NA,NA
25-02-2024,4.79,0,NA,NA
26-02-2024,10.83,0.4,NA,NA
27-02-2024,8.46,0.1,NA,NA
28-02-2024,11,1.1,NA,NA
